Row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
EIF2AK4,14901219.429883609,0.2305115388139231,0.23751186095399696,0.3478657620025818,0.7279409992174426,0.8461039263014474
EIF2B1,35053639.13886674,0.4017826629118821,0.24931253623058253,-0.3090222574247567,0.7573045959209828,0.8637256788447197
EIF2B2,20313890.482193224,-0.32494943545907,0.2292636142257754,-1.8918595622926007,0.05850969483547413,0.14063251458983697
EIF2B3,16988021.755689893,0.22612907667812432,0.5213280266996287,0.2238225572329095,0.8228953770765831,0.905842161916667
EIF2B4,24425495.753530707,-0.47977009593017705,0.19628007427959887,-3.4303544277099913,0.0006027933182133112,0.0032868098824683704
EIF2B5,24469246.516913977,-0.7450965244847334,0.16423365590749167,-4.784044093098127,1.7180297014321996e-06,2.156472505852072e-05
EIF2C1,7749408.028188556,7.524477373505857e-05,0.0014453467220540783,-0.0669383700764479,0.9466307666213102,0.9727377695714818
EIF2C2,3446040.384481144,-4.167262509219703e-05,0.0013442103876340089,-1.2680938573379783,0.2047644348941523,0.36624448949654764
EIF2C3,2307656.5098772817,1.8860386104356223e-05,0.0014503685632695055,0.12091427142799806,0.9037589381462388,0.9508653759027421
EIF2C4,5425665.303907828,5.1761501444319174e-05,0.0015746230024624346,2.436187018488869,0.014843008206366573,0.04698700376908828
EIF2D,39581310.62863174,-0.346365357770707,0.1928099543484064,-0.675542603145225,0.499331093656356,0.6766179873486169
